acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,target
187,345,5628,-456,-1308,-509,2
166,68,5494,-487,-1178,-539,2
155,-20,5145,-473,-1084,-536,2
156,-91,5048,-443,-1053,-550,2
187,-125,5438,-453,-1015,-554,2
167,-342,5061,-500,-952,-591,2
146,-870,5345,-392,-950,-578,2
198,-445,5288,-279,-915,-518,2
223,-538,5619,-221,-897,-547,2
229,-941,5864,-192,-832,-549,2
238,-1272,5902,-158,-741,-490,2
303,-1012,5771,-116,-654,-393,2
331,-703,5549,-103,-595,-357,2
339,-1073,5762,-63,-572,-377,2
432,-1257,6070,25,-505,-337,2
347,-1457,5782,-47,-360,-238,2
394,-1470,5894,-110,-293,-125,2
363,-1359,5577,-78,-201,-54,2
346,-1131,5332,-38,-154,7,2
383,-1014,5472,-2,-128,37,2
344,-1183,5357,14,-62,58,2
300,-1309,5207,52,-7,103,2
307,-1199,5020,74,36,165,2
280,-1152,4734,84,68,209,2
270,-1171,4652,127,65,242,2
313,-1243,4774,183,71,275,2
339,-1330,4738,218,114,326,2
337,-1266,4505,224,156,399,2
343,-1175,4380,221,168,464,2
340,-1105,4299,224,175,520,2
319,-1056,4206,230,182,570,2
334,-1084,4173,255,182,611,2
324,-957,4117,302,183,654,2
315,-925,4008,324,186,679,2
310,-968,3948,361,175,702,2
311,-958,3949,406,160,740,2
324,-948,3925,440,157,797,2
306,-532,3610,506,148,843,2
358,-614,3985,506,70,826,2
391,-684,4185,381,111,903,2
391,-444,3905,335,152,977,2
471,-123,3946,323,146,1002,2
435,-40,3769,318,152,991,2
405,7,3813,349,122,976,2
409,24,3954,353,110,971,2
370,99,3828,354,124,977,2
398,273,3787,359,115,972,2
371,300,3813,322,103,960,2
355,327,3738,324,102,951,2
359,399,3775,316,92,934,2
335,490,3709,321,87,923,2
309,594,3514,329,77,912,2
304,791,3436,329,38,888,2
283,746,3522,327,-18,837,2
335,715,3628,450,-82,794,2
450,1052,4228,388,-97,814,2
467,1264,4119,276,-32,799,2
516,1590,4255,275,-16,749,2
529,1726,4137,261,24,651,2
476,1290,4116,172,33,550,2
496,1091,4330,138,39,521,2
478,1163,4094,87,81,513,2
433,1224,3875,52,83,478,2
405,1262,3873,38,56,430,2
406,1319,3931,26,35,381,2
381,1265,3848,6,31,323,2
365,1168,3769,-4,16,279,2
415,1200,3846,-4,-11,246,2
449,1200,3888,-13,-27,199,2
477,1082,3960,-14,-37,149,2
483,943,4055,-18,-35,112,2
518,806,4077,-38,-18,79,2
506,784,4061,-38,-7,59,2
473,731,4031,-38,0,38,2
445,660,3879,-43,1,24,2
432,500,4021,-46,-19,10,2
419,413,4091,-60,-14,19,2
380,463,3962,-67,-3,33,2
344,442,4005,-65,-12,24,2
322,402,3982,-64,-10,20,2
293,423,3870,-59,-17,19,2
295,365,3905,-50,-42,7,2
304,284,4022,-48,-60,9,2
320,286,4098,-44,-60,15,2
354,355,4131,-23,-57,15,2
400,292,4259,-5,-50,-3,2
405,302,4160,-21,-19,0,2
348,353,4014,-31,-11,-4,2
354,307,3981,3,-34,-17,2
361,312,4001,27,-55,-23,2
385,280,4009,29,-76,-33,2
341,394,4122,17,-104,-47,2
303,153,4298,-42,-88,-49,2
277,147,4203,-44,-53,-6,2
315,411,4191,-42,-36,24,2
311,396,4166,-61,-22,7,2
342,371,4288,-66,-14,-9,2
325,558,4150,-42,6,-34,2
313,370,4183,-50,11,-82,2
283,118,4210,-30,19,-88,2
300,173,4161,-5,32,-56,2
304,270,4012,-25,35,-36,2
297,187,3989,-61,11,-32,2
303,204,4002,-75,-8,-12,2
306,275,4074,-77,-33,-5,2
330,210,4318,-72,-51,-13,2
314,143,4326,-71,-1,0,2
309,158,4247,-68,15,5,2
297,185,4191,-63,20,5,2
302,161,4205,-47,15,0,2
307,121,4252,-34,12,2,2
305,136,4220,-42,20,14,2
296,137,4218,-49,22,23,2
307,222,4256,-42,28,30,2
277,240,4081,-44,39,26,2
249,199,3998,-43,23,19,2
252,245,3969,-77,3,30,2
301,220,4122,-53,-11,18,2
275,134,4187,-18,-2,6,2
300,139,4205,-9,14,17,2
308,135,4091,-14,34,22,2
313,95,4053,-25,31,29,2
332,129,4090,-29,25,40,2
325,186,4033,-23,26,43,2
329,158,4064,-10,20,33,2
318,117,4044,0,21,33,2
313,182,4018,2,19,40,2
319,230,4016,0,15,39,2
308,208,4025,0,13,31,2
305,227,4078,0,11,35,2
301,287,4071,0,17,36,2
278,280,3990,-8,19,29,2
273,230,3946,-15,12,24,2
277,214,3936,-21,-1,26,2
284,223,3988,-29,-17,29,2
295,260,4032,-29,-25,31,2
313,254,4088,-18,-29,24,2
731,1167,6452,21,514,-356,2
731,1328,6348,28,639,-398,2
665,1162,6215,16,753,-474,2
578,935,6015,30,860,-526,2
504,792,5697,15,953,-550,2
417,545,5319,7,1012,-574,2
369,356,5239,30,1021,-580,2
370,339,5206,60,1040,-570,2
373,339,5157,72,1066,-566,2
363,274,5188,89,1096,-574,2
336,455,4994,104,1148,-575,2
313,363,4898,39,1175,-629,2
241,-41,4784,97,1222,-633,2
225,39,4656,167,1257,-605,2
180,4,4424,177,1288,-606,2
95,22,4170,191,1303,-607,2
7,31,3976,219,1291,-618,2
-81,4,3822,241,1270,-639,2
-145,-105,3727,253,1240,-653,2
-249,-207,3662,229,1215,-645,2
-332,-197,3587,227,1193,-613,2
-399,-47,3361,231,1177,-592,2
-461,-179,3318,220,1136,-600,2
-500,-476,3687,239,1105,-594,2
-533,-411,3596,241,1149,-523,2
-594,-52,3022,207,1178,-469,2
-713,-182,2697,174,1122,-485,2
-786,-245,2694,185,1030,-468,2
-798,-65,2804,190,956,-441,2
-877,-212,2787,164,912,-446,2
-975,-430,2671,150,874,-425,2
-1012,-324,2524,158,822,-372,2
-1064,-277,2405,152,756,-346,2
-1123,-358,2348,152,682,-325,2
-1167,-203,2211,149,607,-278,2
-1224,72,2052,132,513,-255,2
-1213,91,2160,109,400,-277,2
-1249,-418,2440,126,314,-295,2
-1204,-381,2912,180,278,-220,2
-1152,198,2777,151,324,-144,2
-1242,324,2226,78,337,-159,2
-1335,177,1927,84,261,-189,2
-1319,260,1852,140,149,-196,2
-1294,157,2021,146,33,-220,2
-1275,51,2236,109,-111,-167,2
-1241,280,2234,102,-170,-152,2
-1242,183,2243,88,-239,-166,2
-1184,164,2485,66,-315,-153,2
-1104,309,2615,25,-359,-126,2
-1059,614,2652,-12,-454,-131,2
-1026,595,2728,-17,-505,-174,2
-992,522,2831,-8,-554,-205,2
-939,422,3055,-12,-591,-221,2
-926,455,3083,-49,-593,-213,2
-927,545,2947,-89,-599,-214,2
-942,443,2888,-100,-631,-235,2
-920,447,2932,-98,-672,-240,2
-901,403,2902,-110,-701,-251,2
-894,397,2844,-125,-735,-251,2
-895,525,2767,-132,-778,-254,2
-906,418,2706,-126,-836,-286,2
-858,314,2897,-120,-910,-298,2
-832,416,2927,-139,-952,-288,2
-816,490,2921,-147,-1008,-289,2
-763,574,3177,-151,-1079,-302,2
-719,671,3346,-167,-1112,-314,2
-672,718,3421,-177,-1150,-347,2
-557,548,3731,-202,-1194,-396,2
-492,351,3995,-235,-1196,-419,2
-466,344,3971,-255,-1172,-415,2
-384,440,4041,-247,-1173,-423,2
-315,292,4260,-237,-1173,-459,2
-297,109,4391,-241,-1152,-463,2
-253,293,4407,-237,-1124,-438,2
-215,411,4393,-268,-1105,-461,2
-210,143,4504,-299,-1100,-508,2
-204,-167,4659,-292,-1081,-526,2
-203,-386,4611,-275,-1044,-512,2
-181,-384,4418,-257,-1027,-482,2
-139,-445,4516,-246,-1057,-468,2
5,-446,4980,-236,-1079,-446,2
55,-363,5074,-275,-1015,-440,2
118,-936,5668,-276,-965,-427,2
116,-574,5266,-227,-836,-335,2
125,-576,5234,-194,-794,-347,2
88,-927,5358,-190,-740,-340,2
141,-888,5365,-190,-672,-267,2
162,-1077,5466,-88,-592,-255,2
189,-875,5435,-38,-529,-187,2
220,-912,5439,-58,-484,-159,2
246,-881,5415,-59,-442,-120,2
267,-1056,5611,-66,-403,-99,2
233,-1074,5450,-11,-324,-32,2
333,-626,5328,37,-272,21,2
319,-949,5339,17,-226,4,2
306,-1119,5267,31,-173,58,2
345,-874,5196,65,-122,131,2
374,-714,5155,86,-71,160,2
361,-775,5022,109,-20,167,2
360,-888,4932,139,17,194,2
357,-806,4797,153,55,242,2
324,-770,4635,153,81,275,2
321,-759,4650,181,95,302,2
336,-696,4650,215,124,329,2
322,-672,4452,215,163,353,2
301,-686,4238,215,179,379,2
287,-704,4126,230,173,406,2
293,-735,4168,245,160,438,2
305,-780,4124,266,175,524,2
292,-568,3927,301,185,573,2
303,-283,3795,330,167,587,2
295,-426,3939,358,136,561,2
307,-569,4037,384,130,579,2
330,-478,4055,375,134,636,2
314,-488,4111,342,141,683,2
322,-170,4009,338,156,742,2
345,228,3927,335,155,746,2
329,-32,3992,324,146,692,2
305,-193,3892,346,151,692,2
317,-141,3756,347,144,717,2
306,-309,3721,310,121,732,2
287,-524,3804,301,105,766,2
290,-411,3756,322,103,837,2
285,-75,3654,337,94,896,2
261,12,3711,356,68,908,2
290,350,3807,375,45,934,2
308,626,3959,336,36,926,2
277,650,3959,303,49,895,2
280,760,3919,296,48,831,2
294,701,3885,272,46,805,2
297,731,3949,259,33,789,2
349,811,4056,251,20,775,2
395,904,4070,232,26,757,2
421,1012,4035,221,27,725,2
474,929,4220,211,23,679,2
503,778,4245,200,55,650,2
483,753,4075,189,88,642,2
452,852,3970,195,95,630,2
395,857,3975,212,87,600,2
389,974,4002,223,84,579,2
334,1021,3810,208,84,545,2
288,843,3862,188,48,506,2
317,649,4083,180,23,496,2
327,725,4024,164,35,520,2
340,888,4014,158,28,526,2
408,1037,4275,170,15,512,2
465,1425,4393,178,40,488,2
443,1626,4228,150,77,404,2
342,1151,4151,118,84,294,2
277,872,4185,113,88,270,2
194,992,3924,66,104,261,2
156,907,3957,66,88,237,2
145,1088,3827,69,83,225,2
149,1100,3756,48,57,178,2
142,837,3843,41,19,128,2
163,725,3959,42,0,122,2
198,820,4054,19,-3,126,2
199,824,4044,-8,4,110,2
215,749,4097,-20,7,94,2
247,682,4174,-34,19,86,2
273,627,4258,-57,39,83,2
284,653,4269,-63,72,84,2
277,740,4059,-53,102,69,2
209,526,3914,-58,99,31,2
182,339,3898,-50,79,27,2
153,342,3835,-52,64,49,2
115,326,3864,-62,34,65,2
107,411,3932,-61,13,82,2
126,504,4072,-49,6,75,2
138,427,4123,-57,11,72,2
162,399,4182,-54,17,79,2
172,512,4162,-61,33,93,2
167,633,4095,-71,41,87,2
140,510,4074,-60,38,57,2
136,419,4065,-45,29,50,2
147,473,4089,-46,21,57,2
119,480,3967,-38,17,46,2
118,347,4056,-31,-6,32,2
126,370,4089,-24,-15,46,2
128,506,4010,-19,-21,58,2
153,474,4138,-11,-45,44,2
176,358,4339,-8,-43,40,2
186,439,4316,-19,-14,60,2
195,538,4232,-30,2,64,2
216,530,4224,-21,8,48,2
231,581,4234,-8,11,38,2
231,515,4259,-2,17,15,2
200,457,4197,-11,30,6,2
167,424,4121,-22,35,6,2
153,389,4087,-25,32,7,2
135,405,4037,-19,31,7,2
140,356,4016,-6,22,1,2
160,377,4069,6,12,1,2
176,379,4144,4,10,0,2
173,364,4105,-7,17,0,2
181,400,4115,-2,18,5,2
202,444,4122,8,17,2,2
207,377,4180,4,19,-8,2
212,332,4228,-4,33,0,2
217,480,4143,-5,56,10,2
-503,1031,5120,-673,534,-944,3
-621,-42,4668,-668,580,-936,3
-819,-233,4581,-742,596,-697,3
-905,179,4419,-910,613,-469,3
-827,518,4239,-1005,605,-384,3
-892,512,3948,-986,572,-403,3
-957,345,3777,-958,496,-425,3
-1020,237,3788,-911,397,-426,3
-999,264,3829,-877,305,-420,3
-1029,220,3964,-813,230,-433,3
-1019,124,4072,-704,166,-462,3
-966,24,4379,-684,124,-454,3
-955,-28,4640,-667,138,-437,3
-940,-77,4612,-605,188,-416,3
-1078,-4,4486,-571,229,-382,3
-1272,-316,4170,-411,194,-406,3
-1072,-671,3709,-55,30,-364,3
-1141,-244,4607,-212,-106,-124,3
-989,419,4993,24,-108,-96,3
-958,526,4954,101,-79,-153,3
-973,484,4942,-90,-39,-170,3
-1001,502,4731,-288,-16,-182,3
-906,347,4850,-519,-20,-192,3
-958,215,5010,-615,43,-211,3
-989,232,4798,-591,134,-245,3
-1058,70,4538,-737,198,-256,3
-1130,-48,4294,-865,213,-248,3
-1155,-153,4118,-943,187,-240,3
-1374,844,3767,-1106,112,-244,3
-725,1177,4198,-1597,3,-517,3
-1068,-55,4015,-1591,-2,-714,3
-1019,-464,4158,-1236,-136,-733,3
-968,-416,4449,-1076,-242,-707,3
-927,-932,4749,-1363,-175,-651,3
-974,-1056,4628,-1309,-43,-609,3
-978,-1130,4484,-1342,70,-548,3
-1047,-1313,4210,-1304,164,-488,3
-1121,-1377,3970,-1211,200,-445,3
-1177,-1387,3859,-1154,209,-436,3
-1218,-1346,3659,-1222,206,-429,3
-1260,-1465,3592,-1578,180,-343,3
-1334,-1934,3690,-1681,119,-235,3
-1389,-2125,3614,-1387,26,-102,3
-1390,-2011,3766,-1267,-55,59,3
-1343,-1969,3934,-1155,-91,164,3
-1359,-1916,3866,-888,-99,229,3
-1390,-1598,3770,-757,-105,291,3
-1400,-1527,3583,-604,-124,270,3
-1410,-1436,3299,-324,-190,216,3
-1391,-1176,3333,-223,-278,160,3
-1345,-1180,3411,-314,-364,55,3
-1235,-1556,3508,-301,-542,7,3
-1034,-2253,4553,117,-799,205,3
-975,-1991,4823,145,-721,382,3
-969,-1688,4593,110,-557,495,3
-986,-1493,4408,49,-438,576,3
-1046,-1125,3930,269,-364,541,3
-1130,-948,3412,414,-368,442,3
-1155,-1043,3181,431,-462,339,3
-1114,-1188,3233,453,-605,251,3
-1039,-1441,3578,339,-751,220,3
-971,-1719,4031,209,-832,249,3
-877,-1882,4375,129,-815,340,3
-831,-1755,4419,132,-721,466,3
-809,-1516,4343,35,-607,600,3
-783,-1263,4133,-60,-500,684,3
-795,-991,3851,-74,-423,701,3
-813,-768,3566,-40,-405,649,3
-813,-768,3566,-40,-405,649,3
-812,-718,3489,-44,-423,559,3
-768,-882,3355,91,-447,317,3
-719,-1015,3318,147,-475,220,3
-682,-1158,3339,222,-519,127,3
-610,-1332,3435,288,-575,51,3
-548,-1543,3660,287,-624,19,3
-517,-1751,3969,247,-630,32,3
-485,-1903,4148,183,-581,87,3
-505,-2018,4206,11,-483,212,3
-518,-2005,4145,-50,-365,351,3
-567,-1372,3402,95,-236,517,3
-548,-1185,3300,100,-284,516,3
-514,-1082,3321,203,-341,445,3
-473,-1108,3360,312,-393,347,3
-437,-1212,3509,415,-430,262,3
-392,-1290,3547,599,-443,184,3
-328,-1322,3576,780,-449,133,3
-342,-1215,3442,858,-465,133,3
-316,-1224,3626,548,-509,230,3
-221,-1318,3941,383,-532,297,3
-133,-1260,4028,428,-510,334,3
-62,-1180,4122,452,-472,350,3
-38,-1181,4163,501,-425,333,3
62,-1162,4200,551,-373,325,3
112,-1086,4224,647,-311,304,3
78,-994,4173,748,-242,256,3
22,-1023,4072,802,-171,197,3
-20,-1138,3934,849,-115,153,3
-18,-1249,3819,966,-87,132,3
26,-1174,3711,1176,-83,137,3
100,-982,3576,1295,-104,157,3
112,-967,3559,1172,-157,184,3
129,-1064,3669,899,-235,265,3
214,-993,3915,621,-330,425,3
262,-571,4177,496,-394,600,3
342,22,4330,463,-401,676,3
377,374,4441,478,-369,588,3
351,413,4505,664,-330,357,3
381,259,4490,889,-298,99,3
411,-29,4610,917,-274,-59,3
402,-300,4858,911,-235,-121,3
417,-461,5025,933,-163,-124,3
453,-528,5171,929,-75,-85,3
481,-384,5141,976,20,-21,3
468,-41,4926,921,111,77,3
391,272,4787,682,176,187,3
329,503,4716,485,208,226,3
332,578,4814,412,213,167,3
222,504,4869,694,267,-99,3
342,439,4975,779,307,-210,3
292,270,4923,912,360,-330,3
178,63,4865,963,392,-393,3
148,-44,4792,1011,402,-409,3
89,-88,4729,1025,390,-385,3
-15,-77,4776,1014,363,-325,3
-44,51,4898,967,354,-235,3
-55,297,4848,1041,399,-182,3
-108,602,4525,1229,449,-197,3
-200,821,4263,1282,434,-222,3
-251,947,4290,1206,364,-246,3
-173,991,4498,1146,305,-296,3
-149,900,4586,1146,297,-374,3
-175,718,4639,1089,306,-414,3
-182,556,4753,960,306,-395,3
-153,445,4892,808,329,-332,3
-180,447,4805,759,393,-269,3
-263,555,4511,797,457,-215,3
-387,787,4205,908,471,-189,3
-391,1020,3929,1057,427,-219,3
-447,1130,3828,1109,330,-261,3
-502,1151,3928,1059,217,-285,3
-484,1142,4176,957,128,-282,3
-454,1088,4452,856,100,-270,3
-465,1070,4598,808,125,-255,3
-481,1127,4615,753,169,-225,3
-469,1206,4607,640,226,-184,3
-515,1257,4497,574,292,-166,3
-530,1287,4297,563,331,-171,3
-538,1275,4154,596,336,-186,3
-557,1284,3997,644,318,-200,3
-563,1243,3879,639,277,-208,3
-556,1135,3850,641,216,-219,3
-626,963,3901,671,148,-230,3
-625,829,4066,629,84,-190,3
-592,813,4341,528,65,-92,3
-573,986,4524,477,118,7,3
-580,1228,4401,446,224,75,3
-667,1373,4082,460,325,88,3
-757,1497,3631,557,357,64,3
-724,1608,3379,620,175,-12,3
-793,1611,3598,626,44,-51,3
-664,1547,3978,553,-43,-70,3
-686,1408,4187,542,-50,-90,3
-673,1369,4170,519,-28,-77,3
-689,1317,4093,467,0,-39,3
-743,1354,3944,428,15,11,3
-734,1464,3851,410,2,57,3
-782,1623,3815,398,-19,93,3
-734,1736,3881,363,-53,113,3
-718,1826,3965,395,-77,96,3
-716,1903,4080,409,-98,73,3
-636,1964,4264,384,-107,57,3
-660,2006,4339,351,-68,39,3
-652,1988,4326,300,-16,12,3
-662,1920,4237,313,28,-25,3
-699,1900,4084,328,57,-46,3
-697,1857,3979,296,71,-54,3
-742,1807,3850,287,70,-58,3
-727,1782,3815,283,53,-59,3
-748,1785,3837,327,31,-72,3
-702,1805,3900,339,13,-79,3
-688,1819,3946,328,11,-85,3
-688,1809,3967,278,21,-87,3
-776,1742,3947,250,39,-94,3
-747,1739,3864,222,44,-95,3
-711,1693,3787,190,48,-98,3
-789,1635,3653,180,49,-90,3
-790,1601,3585,168,11,-72,3
-744,1625,3630,174,-38,-55,3
-712,1648,3785,172,-83,-40,3
-679,1647,3963,166,-102,-27,3
-668,1678,4073,182,-94,-9,3
-646,1759,4131,177,-68,12,3
-632,1838,4134,162,-33,28,3
-636,1914,4074,160,0,30,3
-648,1938,3965,168,21,16,3
-664,1917,3876,179,22,-1,3
-671,1876,3856,196,10,-17,3
-674,1847,3894,206,-1,-14,3
-663,1866,3933,200,-5,0,3
-654,1889,3947,187,0,16,3
-418,1494,4209,576,142,85,3
-379,1297,4364,726,225,107,3
-442,1134,4374,871,330,159,3
-428,1015,4289,777,454,299,3
-422,933,4186,607,588,489,3
-430,1037,3884,590,710,667,3
-480,1269,3611,565,776,825,3
-501,1488,3462,447,799,972,3
-495,1714,3319,344,820,1078,3
-510,1862,3124,310,832,1130,3
-545,1953,2929,299,818,1161,3
-550,2059,2831,304,779,1193,3
-523,2294,2808,363,718,1211,3
-505,2512,2878,402,652,1194,3
-471,2604,2997,420,604,1144,3
-471,2647,3047,444,583,1087,3
-474,2659,3034,441,577,1045,3
-484,2657,2990,422,570,1015,3
-486,2685,2937,404,554,1006,3
-486,2773,2912,362,530,1011,3
-476,2895,2904,314,500,1012,3
-441,3024,2954,269,467,1001,3
-421,3141,3031,227,443,970,3
-396,3196,3076,155,440,927,3
-401,3169,3050,120,454,864,3
-408,3120,2991,159,465,786,3
-407,3075,2927,238,455,708,3
-391,3036,2902,277,436,647,3
-394,2970,2919,291,422,595,3
-400,2880,2917,291,417,557,3
-403,2786,2911,275,413,540,3
-386,2732,2959,265,408,537,3
-385,2701,2975,279,409,531,3
-394,2684,2980,245,418,535,3
-389,2664,2933,188,436,551,3
-394,2669,2872,141,445,573,3
-372,2572,2897,144,428,594,3
-358,2527,2874,268,447,611,3
-388,2611,2734,256,429,634,3
-358,2554,2777,231,378,633,3
-344,2493,2846,295,343,628,3
-365,2484,2897,302,326,654,3
-364,2486,3008,199,323,714,3
-318,2451,3067,90,347,774,3
-313,2406,2978,28,386,830,3
-327,2392,2805,-40,406,900,3
-302,2400,2684,-154,391,991,3
-242,2418,2679,-278,360,1084,3
-191,2451,2693,-330,317,1164,3
-108,2522,2760,-456,278,1267,3
-42,2584,2971,-629,251,1382,3
22,2612,3086,-636,236,1441,3
101,2686,3026,-562,217,1471,3
160,2717,3068,-747,177,1566,3
208,2679,3483,-1000,140,1686,3
274,2802,3777,-926,138,1715,3
328,3032,3870,-807,186,1703,3
354,3283,3889,-899,267,1703,3
392,3474,3918,-1078,352,1678,3
387,3597,3889,-1175,442,1609,3
382,3648,3797,-1187,533,1520,3
321,3710,3337,-1190,637,1245,3
224,3622,3164,-1156,621,1109,3
243,3566,3062,-1063,549,981,3
317,3538,2990,-896,432,811,3
359,3400,3110,-896,288,673,3
412,3173,3577,-1073,167,607,3
499,2909,4022,-1206,137,542,3
554,2634,4328,-1290,176,492,3
592,2349,4567,-1335,252,467,3
585,2227,4515,-1315,380,455,3
543,2133,4264,-1565,526,524,3
514,2008,4190,-1887,627,632,3
505,2057,4035,-1897,677,658,3
453,2158,3881,-1691,692,588,3
373,2166,3582,-1474,686,459,3
312,2022,3449,-1359,652,340,3
238,1923,3224,-1091,592,206,3
196,1803,3059,-907,496,99,3
206,1745,3160,-925,371,57,3
238,1658,3515,-1007,272,30,3
260,1653,3596,-972,243,-16,3
293,1678,3597,-1026,246,-49,3
284,1730,3606,-1041,244,-102,3
303,1870,3547,-1010,227,-205,3
307,1886,3629,-1087,209,-314,3
316,1925,3580,-1073,197,-448,3
296,2150,3530,-1274,160,-561,3
346,1914,3787,-1602,109,-689,3
340,1585,3903,-1382,29,-888,3
351,1319,3910,-955,-25,-1076,3
363,979,3930,-838,-7,-1149,3
287,547,4015,-932,29,-1078,3
247,267,4115,-969,89,-941,3
253,233,4067,-988,167,-787,3
193,175,4161,-1133,243,-619,3
208,194,4152,-1181,301,-475,3
233,240,4201,-1105,353,-367,3
241,383,4138,-921,424,-300,3
209,588,4104,-842,483,-246,3
151,765,4013,-723,523,-257,3
165,991,3901,-576,510,-309,3
177,1108,4100,-536,478,-383,3
171,1113,4150,-335,474,-530,3
134,984,4063,-151,463,-696,3
82,653,4111,-104,436,-818,3
16,267,4203,-91,425,-862,3
-83,16,4218,-107,441,-815,3
-153,-24,4230,-228,469,-692,3
-170,37,4323,-407,512,-547,3
-264,270,4236,-455,579,-445,3
-367,520,4073,-468,634,-402,3
-414,653,3975,-407,644,-428,3
-471,699,3948,-297,622,-500,3
-545,644,3938,-194,591,-585,3
-682,396,3914,-143,574,-672,3
-742,287,3855,-110,568,-665,3
-772,279,3770,-62,552,-641,3
-808,313,3667,-43,521,-615,3
-835,320,3682,-86,476,-591,3
-830,318,3703,-145,421,-570,3
-792,260,3827,-259,375,-526,3
-788,289,3955,-362,368,-478,3
-764,262,4022,-437,398,-462,3
-747,233,4026,-397,419,-487,3
-735,202,3990,-314,425,-526,3
-736,132,3949,-282,433,-558,3
-755,17,3915,-252,440,-577,3
-794,-70,3813,-164,430,-602,3
-821,-132,3703,-127,411,-598,3
-872,-149,3590,-151,376,-557,3
-893,-174,3564,-176,321,-509,3
-885,-157,3547,-107,256,-480,3
-815,-89,3536,-48,176,-459,3
-782,-126,3775,-208,92,-407,3
-752,-237,4096,-365,58,-353,3
-739,-277,4261,-424,87,-305,3
-759,-249,4314,-441,157,-254,3
-750,-134,4136,-336,210,-221,3
-954,91,4063,-187,172,-224,3
-924,383,3949,-36,296,-340,3
-1044,424,3778,-23,346,-424,3
-1134,384,3722,-53,339,-518,3
-1191,371,3562,-5,321,-625,3
-1211,313,3503,-55,281,-714,3
-1198,213,3475,-100,222,-780,3
-1252,36,3611,-276,142,-776,3
-1247,-238,3921,-360,83,-768,3
-1215,-362,4086,-258,49,-763,3
-1198,-406,4337,-209,30,-720,3
-1186,-394,4476,-178,77,-674,3
-1233,-342,4443,-197,172,-630,3
-1285,-323,4329,-233,251,-598,3
-1339,-300,4135,-170,291,-598,3
-1383,-256,3896,-76,295,-618,3
-1432,-250,3727,0,260,-647,3
-1480,-279,3643,116,201,-694,3
-1491,-301,3468,250,128,-744,3
-1422,-432,3453,177,31,-718,3
-1397,-653,3706,65,-56,-654,3
-1301,-797,3845,90,-114,-584,3
-1232,-857,3993,59,-141,-451,3
-1252,-792,4101,-1,-133,-291,3
-1256,-653,4122,-82,-100,-142,3
-1265,-459,4063,-152,-65,-26,3
-1212,-201,4062,-147,-41,27,3
-1131,74,4007,-60,-29,2,3
-1091,247,3869,0,-21,-69,3
-1162,339,3751,29,-34,-162,3
-1153,358,3716,83,-72,-298,3
-1073,328,3791,148,-123,-456,3
-1059,199,3929,228,-163,-596,3
-994,29,3967,223,-175,-656,3
-994,-126,4032,102,-161,-642,3
-969,-239,3970,54,-138,-623,3
-878,-335,3911,-2,-142,-590,3
-809,-451,3878,-70,-163,-553,3
-825,-573,3925,-146,-199,-516,3
-813,-566,4041,-189,-246,-477,3
-742,-488,4222,-279,-274,-430,3
-727,-383,4457,-368,-254,-397,3
-723,-276,4462,-332,-180,-414,3
-738,-178,4319,-328,-97,-437,3
-778,-116,4143,-399,-37,-446,3
-768,-77,3950,-486,-2,-452,3
-743,-31,3758,-573,-3,-463,3
-728,61,3605,-669,-43,-496,3
-788,125,3659,-723,-118,-561,3
-643,262,3909,-650,-190,-687,3
-675,331,4226,-528,-199,-889,3
-696,92,4410,-425,-163,-1094,3
-763,-156,4444,-603,-91,-1178,3
-544,-259,4683,-1000,-1,-1152,3
321,-513,4709,-1012,107,-1206,3
-204,-735,4304,-733,228,-1292,3
-551,-765,4115,-859,291,-1207,3
-479,-774,4090,-1122,309,-1085,3
-609,-743,4130,-1309,339,-1004,3
-645,-695,4028,-1327,382,-1018,3
-636,-774,3911,-1276,406,-1084,3
-1150,2553,3180,-440,405,1087,3
-1001,3430,2948,-501,417,868,3
-1017,3416,2983,-731,393,819,3
-984,3400,3248,-1167,358,711,3
-946,3295,3348,-1125,350,585,3
-919,3196,3309,-974,350,444,3
-918,3071,3268,-905,350,326,3
-941,3004,3207,-913,348,234,3
-929,2933,3248,-964,336,154,3
-900,2900,3281,-922,330,66,3
-941,2856,3205,-894,325,-10,3
-956,2772,3187,-968,310,-61,3
-956,2772,3187,-968,310,-61,3
-922,2687,3217,-976,295,-127,3
-929,2619,3158,-876,280,-215,3
-967,2478,3094,-769,251,-299,3
-974,2306,3046,-784,183,-365,3
-978,2133,3209,-984,177,-336,3
-969,2013,3223,-909,184,-356,3
-989,1963,3047,-784,189,-380,3
-1050,1943,2846,-771,165,-378,3
-1079,1917,2790,-825,95,-365,3
-1058,1886,2906,-837,7,-358,3
-1057,1934,3003,-772,-66,-367,3
-1019,1974,3135,-736,-127,-379,3
-983,2009,3236,-678,-166,-415,3
-977,1952,3349,-606,-184,-466,3
-1005,1941,3263,-548,-192,-491,3
-958,1869,3351,-710,-203,-483,3
-947,1716,3476,-720,-193,-518,3
-993,1696,3425,-566,-178,-568,3
-1004,1689,3398,-528,-176,-595,3
-1002,1657,3397,-520,-191,-621,3
-1002,1587,3418,-488,-213,-653,3
-1018,1505,3466,-393,-233,-689,3
-1039,1451,3491,-322,-245,-703,3
-1033,1411,3560,-303,-259,-695,3
-1057,1456,3610,-287,-264,-681,3
-1038,1518,3622,-297,-268,-680,3
