target;aX;aY;aZ;gX;gY;gZ
1;0.143;2.435;0.66;-139.099;-14.221;121.277
1;0.345;2.356;0.702;-129.089;4.578;119.812
1;0.516;2.35;0.807;-130.798;7.324;124.023
1;0.711;2.475;1.025;-138.245;-3.601;124.268
1;0.899;2.584;1.341;-147.461;-25.269;112.244
1;1.058;2.655;1.666;-144.226;-30.029;88.562
1;1.107;2.511;1.87;-120.605;-11.292;56.03
1;1.06;2.26;1.829;-67.81;17.151;24.17
1;0.951;1.937;1.605;-2.014;38.147;-7.629
1;0.811;1.702;1.297;48.828;41.931;-40.833
1;0.681;1.483;1.037;79.59;36.56;-65.125
1;0.539;1.348;0.823;96.497;26.062;-78.735
1;0.488;1.28;0.659;105.53;13.062;-88.318
1;0.441;1.185;0.568;108.521;3.723;-94.666
1;0.386;1.068;0.523;105.713;0.366;-99.182
1;0.326;0.949;0.514;99.06;1.282;-102.661
1;0.29;0.883;0.511;89.905;1.892;-101.99
1;0.29;0.908;0.515;80.872;0.061;-95.642
1;0.301;0.934;0.547;73.242;-4.822;-89.6
1;0.308;0.941;0.562;68.115;-9.033;-88.257
1;0.318;0.953;0.546;66.284;-10.681;-87.891
1;0.319;0.95;0.514;66.833;-13.245;-86.304
1;0.319;0.938;0.495;67.322;-19.592;-84.717
1;0.294;0.891;0.496;66.711;-24.902;-83.801
1;0.25;0.781;0.51;64.88;-25.085;-85.388
1;0.203;0.636;0.538;62.134;-21.729;-89.539
1;0.159;0.472;0.573;59.937;-17.456;-91.492
1;0.128;0.271;0.608;59.265;-13.55;-91.858
1;0.073;0.114;0.623;59.082;-13.611;-92.468
1;0.053;-0.01;0.626;56.274;-15.259;-92.224
1;0.036;-0.145;0.638;52.368;-15.991;-90.698
1;-0.022;-0.263;0.656;48.218;-19.043;-90.332
1;-0.101;-0.334;0.677;43.762;-25.574;-91.187
1;-0.181;-0.377;0.728;36.743;-35.034;-88.928
1;-0.261;-0.434;0.815;27.954;-42.175;-84.839
1;-0.361;-0.485;0.911;20.325;-44.617;-80.688
1;-0.464;-0.485;0.989;12.939;-44.067;-77.026
1;-0.525;-0.511;1.085;6.47;-37.109;-71.899
1;-0.592;-0.556;1.195;1.099;-23.254;-67.505
1;-0.645;-0.584;1.275;-2.625;-5.249;-63.477
1;-0.663;-0.61;1.32;-3.723;10.925;-59.204
1;-0.681;-0.617;1.333;-2.258;24.597;-54.81
1;-0.674;-0.626;1.346;0.61;35.706;-46.753
1;-0.671;-0.655;1.356;6.409;46.204;-38.086
1;-0.635;-0.68;1.336;13.428;53.833;-31.25
1;-0.508;-0.749;1.286;19.531;62.012;-23.193
1;-0.265;-0.863;1.144;23.621;72.998;-14.709
1;0.01;-0.931;0.92;22.217;83.069;-7.751
1;0.202;-0.938;0.743;10.315;78.979;-5.554
1;0.252;-0.846;0.707;-14.038;52.673;-14.099
1;0.125;-0.658;0.823;-44.739;8.85;-27.71
1;-0.1;-0.47;1.02;-67.2;-38.269;-34.79
1;-0.364;-0.286;1.255;-75.989;-74.768;-33.936
1;-0.59;-0.089;1.472;-73.425;-90.515;-26.367
1;-0.588;0.004;1.57;-57.495;-79.956;-7.996
1;-0.363;0.1;1.547;-33.02;-50.964;11.414
1;-0.181;0.119;1.438;-6.226;-25.024;17.639
1;-0.067;0.091;1.276;20.081;-5.92;9.766
1;-0.025;0.048;1.119;41.26;5.066;-3.601
1;0.005;-0.031;1.007;52.002;14.282;-15.137
1;0.017;-0.097;0.905;53.345;26.672;-18.799
1;0.036;-0.133;0.807;48.401;37.476;-15.93
1;0.095;-0.152;0.717;41.199;42.053;-8.057
1;0.159;-0.16;0.636;35.034;40.039;2.38
1;0.221;-0.153;0.581;28.503;32.471;13
1;0.271;-0.129;0.565;18.982;21.973;20.874
1;0.286;-0.096;0.599;7.08;11.047;24.048
1;0.273;-0.061;0.674;-6.042;2.93;22.461
1;0.227;-0.033;0.765;-16.541;-4.211;16.968
1;0.187;-0.001;0.856;-23.621;-10.071;11.719
1;0.146;0.013;0.934;-27.405;-12.939;6.165
1;0.11;0.009;1.002;-27.161;-11.536;1.038
1;0.063;-0.01;1.068;-25.452;-10.559;-2.38
1;0.034;-0.026;1.118;-22.156;-9.46;-3.967
1;0.034;-0.045;1.134;-16.968;-5.493;-4.089
1;0.039;-0.068;1.122;-12.451;-0.732;-4.333
1;0.053;-0.083;1.087;-10.498;4.15;-4.639
1;0.075;-0.095;1.046;-10.132;8.606;-4.15
1;0.088;-0.099;1.004;-10.376;11.475;-2.686
1;0.099;-0.094;0.975;-11.78;12.573;-1.16
1;0.114;-0.073;0.95;-14.465;11.78;1.953
1;0.143;-0.042;0.932;-17.395;10.925;6.897
1;0.165;-0.013;0.923;-18.372;8.606;12.207
1;0.179;0.029;0.93;-17.822;4.211;16.113
1;0.191;0.069;0.934;-16.785;0.366;18.921
1;0.215;0.108;0.948;-16.541;-1.709;20.447
1;0.248;0.159;0.971;-18.127;-3.601;18.738
1;0.249;0.181;1;-18.86;-6.958;15.259
1;0.251;0.196;1.027;-16.174;-10.498;12.207
1;0.245;0.201;1.054;-12.146;-12.329;7.996
1;0.236;0.209;1.072;-7.568;-11.414;2.808
1;0.224;0.206;1.077;-2.502;-9.155;-1.709
1;0.209;0.186;1.068;2.014;-6.592;-5.981
1;0.183;0.158;1.057;5.188;-3.845;-9.705
1;0.156;0.128;1.052;7.141;-1.953;-11.536
1;0.134;0.108;1.044;8.179;-0.61;-11.414
1;0.127;0.087;1.033;9.766;0.183;-9.949
1;0.127;0.069;1.022;11.475;0.122;-8.118
1;0.127;0.061;1.007;11.963;0.793;-6.531
1;0.129;0.051;0.995;12.024;2.563;-6.104
1;0.128;0.04;0.977;11.108;3.845;-6.653
1;0.113;0.029;0.964;9.583;4.211;-6.47
1;0.108;0.025;0.954;8.789;3.54;-5.249
1;0.114;0.024;0.952;8.057;1.404;-4.211
1;0.113;0.021;0.955;7.507;-0.732;-3.479
1;0.115;0.027;0.954;7.141;-1.221;-3.479
1;0.116;0.022;0.959;6.531;-1.343;-4.639
1;0.114;0.012;0.96;5.432;0;-7.08
1;0.111;0.003;0.949;3.296;3.357;-10.681
1;0.104;-0.008;0.935;0;8.118;-14.343
1;0.095;-0.019;0.922;-3.235;12.634;-16.602
1;0.08;-0.03;0.914;-4.578;14.893;-16.602
1;0.062;-0.041;0.907;-3.845;13.733;-14.648
1;0.06;-0.064;0.913;-1.892;10.376;-10.986
1;0.043;-0.07;0.923;-2.136;6.042;-6.47
1;0.043;-0.072;0.926;-2.991;3.357;-2.502
1;0.058;-0.058;0.937;-5.127;2.808;1.221
1;0.073;-0.045;0.945;-7.996;3.113;4.7
1;-0.026;2.634;0.464;-164.673;-47.974;201.355
1;0.02;2.694;0.65;-158.936;-12.878;175.354
1;0.329;2.826;0.882;-157.532;2.502;181.763
1;0.779;3.006;1.269;-161.682;10.62;198.669
1;1.109;3.134;1.627;-157.715;11.841;187.927
1;1.346;3.118;1.836;-131.531;11.475;150.818
1;1.497;2.848;1.836;-82.214;28.015;109.802
1;1.513;2.49;1.584;-23.987;53.833;66.589
1;1.364;2.182;1.284;22.888;64.27;17.273
1;1.097;1.826;1.06;55.664;54.81;-27.466
1;0.844;1.5;0.897;81.177;37.048;-59.265
1;0.628;1.192;0.754;101.318;16.968;-78.674
1;0.43;0.976;0.616;112;-4.883;-93.75
1;0.312;0.792;0.522;111.694;-17.944;-104.675
1;0.25;0.632;0.482;101.074;-21.79;-109.68
1;0.2;0.529;0.49;82.825;-21.912;-112.671
1;0.144;0.476;0.539;62.988;-19.958;-112.488
1;0.086;0.463;0.608;47.791;-17.273;-107.544
1;0.061;0.481;0.66;40.527;-18.555;-99.609
1;0.086;0.538;0.711;37.537;-22.4;-91.675
1;0.084;0.613;0.776;36.804;-23.437;-86.487
1;0.059;0.682;0.81;40.161;-22.766;-84.9
1;0.047;0.702;0.804;47.058;-21.851;-86.06
1;0.05;0.667;0.795;53.467;-20.02;-89.111
1;0.054;0.617;0.775;55.542;-13.245;-92.102
1;0.078;0.523;0.739;54.016;-0.793;-95.215
1;0.129;0.38;0.669;51.941;13.123;-97.778
1;0.15;0.255;0.606;49.5;19.836;-99.06
1;0.157;0.166;0.575;44.861;14.709;-96.436
1;0.167;0.081;0.591;38.147;2.319;-89.905
1;0.126;0.021;0.625;29.663;-13.611;-83.252
1;0.062;0.055;0.687;20.081;-31.433;-77.087
1;0.019;0.138;0.811;9.094;-46.814;-69.885
1;-0.034;0.181;0.983;-0.244;-55.725;-65.186
1;-0.078;0.17;1.143;-3.662;-54.321;-65.063
1;-0.072;0.142;1.246;-1.038;-44.8;-67.261
1;-0.069;0.127;1.263;5.981;-31.616;-71.838
1;-0.071;0.103;1.224;14.038;-18.799;-77.881
1;-0.082;0.04;1.185;19.592;-8.057;-81.726
1;-0.109;-0.028;1.144;26.245;1.221;-81.238
1;-0.147;-0.094;1.089;35.461;4.211;-79.163
1;-0.209;-0.142;1.057;43.579;-0.305;-76.355
1;-0.263;-0.165;1.052;47.363;-6.226;-69.275
1;-0.282;-0.197;1.053;47.363;-7.751;-58.35
1;-0.268;-0.234;1.042;45.288;-2.38;-48.828
1;-0.228;-0.261;1.037;39.246;4.944;-40.161
1;-0.179;-0.298;1.031;30.579;13.916;-33.691
1;-0.159;-0.346;1.016;24.597;23.01;-32.471
1;-0.161;-0.387;1.002;21.545;29.175;-33.325
1;-0.14;-0.4;0.98;21.24;33.142;-32.776
1;-0.113;-0.407;0.944;23.132;36.072;-30.151
1;-0.098;-0.433;0.911;25.33;41.443;-27.954
1;-0.082;-0.464;0.886;25.757;46.143;-28.992
1;-0.012;-0.527;0.87;23.682;49.194;-28.992
1;0.104;-0.64;0.844;21.301;53.955;-26.062
1;0.241;-0.756;0.775;18.677;60.486;-23.01
1;0.392;-0.803;0.7;12.39;60.12;-21.79
1;0.468;-0.795;0.686;-0.61;45.776;-25.574
1;0.411;-0.691;0.729;-16.602;20.447;-35.339
1;0.185;-0.479;0.834;-30.396;-12.451;-51.086
1;-0.05;-0.375;0.958;-38.513;-43.884;-66.406
1;-0.296;-0.328;1.13;-40.649;-60.852;-72.51
1;-0.471;-0.301;1.281;-38.025;-62.195;-64.941
1;-0.519;-0.306;1.357;-27.954;-48.95;-44.495
1;-0.459;-0.335;1.323;-12.085;-30.64;-22.888
1;-0.35;-0.325;1.207;1.038;-13.916;-10.498
1;-0.245;-0.338;1.089;5.981;1.099;-5.31
1;-0.182;-0.371;1.007;5.005;13.123;-3.296
1;-0.113;-0.401;0.943;0.671;21.912;-0.61
1;-0.039;-0.422;0.893;-4.578;25.757;5.249
1;0.056;-0.408;0.848;-9.827;25.33;13.489
1;0.143;-0.356;0.807;-13.55;21.667;20.569
1;0.194;-0.302;0.813;-15.259;15.015;23.499
1;0.214;-0.258;0.841;-14.954;7.507;21.057
1;0.225;-0.22;0.882;-14.099;1.038;13.794
1;0.188;-0.199;0.923;-14.648;-3.54;4.15
1;0.145;-0.196;0.959;-15.503;-5.066;-3.54
1;0.124;-0.193;0.968;-15.991;-4.15;-8.789
1;0.148;-0.189;0.932;-16.418;-3.54;-11.658
1;0.173;-0.183;0.886;-17.761;-7.568;-13.489
1;0.15;-0.173;0.895;-21.057;-16.174;-13.672
1;0.105;-0.164;0.948;-25.94;-23.193;-8.301
1;0.108;-0.137;0.986;-28.564;-24.841;2.441
1;0.138;-0.077;1.005;-30.64;-24.841;13.306
1;0.182;-0.005;1.016;-32.471;-23.56;20.874
1;0.217;0.055;1.031;-33.997;-19.836;22.827
1;0.232;0.108;1.05;-33.569;-15.625;20.691
1;0.247;0.147;1.05;-29.541;-12.268;18.494
1;0.265;0.178;1.044;-23.376;-10.132;15.93
1;0.277;0.195;1.033;-17.151;-8.667;12.634
1;0.27;0.193;1.033;-11.719;-6.897;9.705
1;0.261;0.181;1.03;-7.568;-4.15;6.592
1;0.249;0.164;1.028;-4.395;-1.404;2.93
1;0.234;0.144;1.041;-2.075;0.671;-0.061
1;0.212;0.114;1.045;0;3.235;-2.075
1;0.194;0.087;1.047;2.136;4.578;-4.333
1;0.158;0.052;1.05;5.005;2.93;-7.202
1;0.127;0.02;1.045;7.935;0.671;-9.033
1;0.107;-0.008;1.026;9.888;-0.122;-9.46
1;0.099;-0.033;1.003;10.437;-0.244;-9.338
1;0.095;-0.045;0.982;9.399;0.488;-8.972
1;0.085;-0.057;0.965;7.751;0.916;-7.812
1;0.081;-0.064;0.95;6.47;0.366;-6.226
1;0.087;-0.062;0.931;6.226;-0.61;-3.906
1;0.101;-0.054;0.908;5.615;-1.709;-1.77
1;0.114;-0.046;0.893;4.456;-2.136;-0.427
1;0.13;-0.041;0.889;2.502;-1.587;0.793
1;0.149;-0.031;0.886;0.305;-0.305;1.831
1;0.163;-0.024;0.882;-1.404;0.549;2.075
1;0.177;-0.023;0.875;-2.625;0.793;1.709
1;0.19;-0.023;0.867;-4.333;1.038;0.977
1;0.194;-0.024;0.864;-6.775;1.038;0.488
1;0.192;-0.022;0.862;-9.46;0.671;-0.122
1;0.19;-0.019;0.881;-11.719;-0.671;-0.183
1;0.185;-0.004;0.917;-13.367;-4.272;0.916
1;0.182;0.012;0.958;-14.16;-8.484;2.625
1;0.174;0.029;0.991;-12.939;-11.719;3.479
1;0.163;0.042;1.021;-12.085;-13.184;2.991
1;0.151;0.061;1.037;-11.353;-12.573;1.831
1;-0.373;-1.012;1.188;70.007;55.969;5.127
1;-0.397;-1.105;1.064;79.468;57.129;3.845
1;-0.425;-1.201;0.93;87.036;51.208;6.775
1;-0.447;-1.272;0.81;90.332;37.598;12.878
1;-0.468;-1.332;0.714;88.318;20.447;23.499
1;-0.495;-1.366;0.631;79.224;2.991;35.828
1;-0.531;-1.38;0.566;65.063;-9.033;51.636
1;-0.551;-1.336;0.473;46.997;-14.954;72.266
1;-0.567;-1.248;0.388;26.062;-14.771;95.337
1;-0.569;-1.102;0.277;2.319;-11.047;120.117
1;-0.561;-0.917;0.165;-23.193;-6.409;145.325
1;-0.525;-0.684;0.054;-50.171;-4.333;172.791
1;-0.435;-0.369;-0.036;-74.829;-7.019;198.425
1;-0.308;-0.057;-0.109;-95.276;-16.174;215.149
1;-0.192;0.42;-0.174;-112;-28.503;221.313
1;-0.036;0.88;-0.165;-124.512;-41.87;214.6
1;0.08;1.232;-0.093;-132.019;-52.429;200.439
1;0.082;1.45;-0.01;-134.155;-58.838;185.12
1;-0.012;1.657;0.08;-133.85;-63.66;169.495
1;-0.023;1.867;0.144;-139.648;-62.378;160.828
1;0.141;2.105;0.225;-156.006;-53.406;163.879
1;0.394;2.328;0.372;-175.903;-44.617;168.152
1;0.601;2.537;0.589;-192.871;-45.837;160.767
1;0.729;2.746;0.883;-200.073;-62.561;142.09
1;0.845;2.838;1.272;-195.862;-80.994;118.042
1;0.918;2.75;1.655;-180.481;-86.426;92.712
1;0.932;2.593;1.935;-147.156;-69.885;66.467
1;0.918;2.377;1.982;-92.285;-31.494;39.246
1;0.867;2.147;1.78;-25.635;7.019;10.193
1;0.734;1.894;1.494;27.405;25.452;-21.851
1;0.611;1.602;1.239;60.547;29.724;-47.18
1;0.525;1.348;1.029;80.872;30.334;-60.913
1;0.431;1.119;0.856;91.858;24.292;-68.97
1;0.391;0.976;0.722;95.093;15.503;-77.393
1;0.347;0.901;0.627;91.064;6.226;-82.336
1;0.308;0.865;0.607;81.055;-2.319;-83.435
1;0.285;0.88;0.629;69.702;-5.92;-82.214
1;0.276;0.93;0.653;60.547;-8.362;-80.078
1;0.31;1.027;0.672;54.321;-14.038;-80.2
1;0.307;1.109;0.732;52.979;-22.705;-85.938
1;0.277;1.125;0.796;59.692;-27.466;-94.604
1;0.21;1.083;0.835;71.228;-25.94;-104.614
1;0.105;0.988;0.839;83.496;-21.912;-113.342
1;0.034;0.859;0.819;92.224;-16.235;-119.08
1;-0.027;0.728;0.783;96.436;-7.751;-120.422
1;-0.036;0.596;0.721;97.839;0.61;-116.333
1;-0.016;0.5;0.666;95.642;3.845;-109.375
1;-0.008;0.446;0.629;90.515;-0.244;-102.539
1;-0.022;0.391;0.642;84.29;-9.277;-96.13
1;-0.045;0.315;0.695;76.111;-19.409;-92.102
1;-0.07;0.234;0.76;68.604;-24.719;-89.844
1;-0.107;0.175;0.808;63.11;-23.56;-89.355
1;-0.133;0.138;0.848;58.594;-20.325;-88.44
1;-0.147;0.104;0.878;54.688;-15.869;-85.083
1;-0.144;0.044;0.911;52.917;-8.484;-81.604
1;-0.145;-0.047;0.95;52.795;-1.953;-80.017
1;-0.165;-0.156;0.996;53.772;0.916;-80.139
1;-0.217;-0.235;1.022;55.847;1.587;-80.444
1;-0.244;-0.315;1.022;60.669;2.441;-77.332
1;-0.25;-0.388;1.01;66.956;5.31;-72.144
1;-0.273;-0.434;0.982;72.205;7.08;-69.397
1;-0.305;-0.472;0.949;74.402;8.667;-67.871
1;-0.322;-0.502;0.938;72.876;11.963;-65.552
1;-0.369;-0.559;0.94;70.129;18.86;-62.195
1;-0.391;-0.622;0.918;67.444;27.283;-59.143
1;-0.378;-0.693;0.906;64.026;34.607;-54.749
1;-0.349;-0.745;0.889;58.594;39.001;-48.34
1;-0.309;-0.801;0.881;52.246;44.067;-40.344
1;-0.184;-0.904;0.856;45.044;49.805;-32.043
1;0.021;-1.057;0.798;36.682;56.702;-22.034
1;0.221;-1.189;0.72;25.391;61.401;-10.071
1;0.378;-1.209;0.675;6.409;53.894;-3.174
1;0.387;-1.092;0.735;-20.081;31.006;-6.836
1;0.228;-0.882;0.858;-48.828;-3.418;-20.264
1;-0.052;-0.627;1.002;-68.726;-40.771;-33.63
1;-0.328;-0.414;1.188;-76.599;-69.58;-43.884
1;-0.493;-0.302;1.347;-72.754;-77.209;-45.654
1;-0.53;-0.239;1.424;-55.664;-60.669;-35.522
1;-0.472;-0.244;1.419;-25.208;-35.645;-21.606
1;-0.342;-0.248;1.274;7.263;-15.198;-11.597
1;-0.214;-0.266;1.095;30.762;0.916;-9.338
1;-0.146;-0.31;0.966;42.664;12.024;-12.756
1;-0.097;-0.359;0.882;43.213;17.944;-14.526
1;-0.031;-0.379;0.822;35.339;24.78;-11.169
1;0.055;-0.369;0.77;25.574;30.884;-4.395
1;0.16;-0.337;0.716;18.127;33.386;2.991
1;0.27;-0.303;0.657;13.428;33.447;9.644
1;0.34;-0.273;0.62;9.827;30.457;11.414
1;0.369;-0.252;0.628;4.15;24.109;9.583
1;0.346;-0.248;0.686;-3.357;14.404;7.141
1;0.286;-0.247;0.782;-8.911;2.136;3.906
1;0.217;-0.239;0.866;-10.803;-9.033;1.038
1;0.155;-0.231;0.934;-10.681;-17.334;-0.488
1;0.103;-0.23;0.983;-8.911;-20.813;-0.854
1;0.076;-0.236;1.016;-7.263;-19.714;-0.977
1;0.08;-0.236;1.025;-7.08;-14.954;-1.099
1;0.098;-0.234;1.019;-7.751;-9.46;-1.465
1;0.111;-0.233;1.016;-7.935;-5.92;-2.136
1;0.112;-0.229;1.009;-6.653;-5.188;-2.38
1;0.122;-0.225;1.004;-4.089;-5.005;-1.587
1;0.13;-0.217;1;-1.648;-4.333;-0.183
1;0.139;-0.207;0.985;-0.183;-2.319;1.221
1;0.149;-0.202;0.962;0.183;0.977;2.014
1;0.154;-0.195;0.944;-1.038;4.15;2.441
1;0.149;-0.191;0.934;-2.563;5.493;3.601
1;0.143;-0.187;0.924;-2.319;4.395;5.127
1;0.145;-0.177;0.905;-1.221;2.38;6.958
1;0.159;-0.162;0.901;-1.892;0.305;8.667
1;0.156;-0.157;0.926;-4.028;-1.709;9.521
1;0.148;-0.149;0.948;-5.432;-3.418;8.545
1;0.149;-0.133;0.945;-5.188;-4.456;6.958
1;0.157;-0.121;0.958;-5.493;-4.761;6.836
1;0.158;-0.12;0.978;-6.531;-3.906;7.019
1;0.16;-0.114;0.996;-6.165;-2.075;5.676
1;0.157;-0.111;0.999;-4.639;-0.671;2.869
1;0.161;-0.113;0.974;-2.136;0.61;0.244
1;0.172;-0.118;0.95;0.061;0.732;-1.282
1;0.178;-0.132;0.935;1.099;0.305;-0.916
1;0.184;-0.139;0.922;1.709;0.183;0.732
1;-0.417;-1.131;1.086;30.029;34.546;5.066
1;-0.44;-1.213;1.009;31.738;36.865;9.949
1;-0.45;-1.267;0.922;30.884;36.133;20.02
1;-0.459;-1.311;0.852;26.367;32.288;32.898
1;-0.468;-1.321;0.78;19.409;25.024;45.41
1;-0.481;-1.307;0.721;10.559;15.198;57.312
1;-0.508;-1.272;0.698;0.793;5.615;69.458
1;-0.5;-1.212;0.656;-5.554;0.61;82.214
1;-0.507;-1.164;0.626;-8.911;-2.136;96.558
1;-0.541;-1.099;0.612;-16.479;-5.066;111.816
1;-0.556;-0.996;0.572;-26.184;-5.432;126.16
1;-0.567;-0.832;0.508;-39.001;-3.357;139.771
1;-0.55;-0.655;0.464;-54.81;1.16;151.917
1;-0.517;-0.422;0.427;-68.848;7.629;161.194
1;-0.456;-0.163;0.393;-78.064;14.771;169.128
1;-0.339;0.143;0.385;-79.834;18.86;174.866
1;-0.201;0.394;0.419;-69.275;18.616;172.546
1;-0.153;0.656;0.426;-48.889;14.099;162.842
1;-0.111;0.942;0.353;-29.114;7.629;151.978
1;-0.062;1.168;0.294;-15.747;2.747;141.785
1;-0.076;1.313;0.246;-14.038;-2.93;134.705
1;-0.091;1.435;0.184;-23.865;-9.399;134.338
1;0.016;1.643;0.176;-43.518;-18.25;142.517
1;0.209;1.95;0.289;-73.181;-30.579;154.358
1;0.417;2.195;0.518;-108.093;-48.584;163.086
1;0.57;2.357;0.87;-136.23;-66.772;159.79
1;0.672;2.517;1.283;-148.376;-75.928;150.146
1;0.85;2.602;1.626;-143.921;-74.402;137.756
1;1.03;2.595;1.904;-130.737;-55.115;116.943
1;1.122;2.451;2;-106.14;-18.799;91.37
1;1.164;2.21;1.878;-71.777;19.348;57.678
1;1.142;1.962;1.64;-33.875;42.053;22.095
1;1.07;1.753;1.372;0.671;48.34;-5.981
1;1.016;1.553;1.117;29.602;45.471;-27.466
1;0.912;1.355;0.931;51.636;34.424;-46.509
1;0.784;1.185;0.808;64.453;20.081;-64.453
1;0.658;1.062;0.723;70.435;9.46;-76.721
1;0.54;0.971;0.671;70.679;0.366;-83.252
1;0.476;0.93;0.628;66.833;-3.052;-86.121
1;0.456;0.886;0.592;60.242;-0.549;-86.487
1;0.431;0.855;0.561;51.88;0.244;-87.28
1;0.387;0.857;0.55;43.945;-6.531;-88.501
1;0.354;0.891;0.587;37.17;-21.912;-86.853
1;0.312;0.953;0.658;31.86;-36.926;-82.214
1;0.286;1.022;0.76;27.771;-46.631;-78.369
1;0.241;1.024;0.851;25.513;-48.096;-78.308
1;0.191;0.979;0.896;27.71;-38.086;-81.36
1;0.179;0.905;0.886;33.63;-23.437;-85.388
1;0.184;0.803;0.859;42.725;-13.306;-89.661
1;0.172;0.706;0.812;53.101;-11.536;-94.238
1;0.147;0.582;0.787;61.035;-18.86;-97.839
1;0.091;0.437;0.783;67.2;-29.541;-100.403
1;0.014;0.292;0.79;72.388;-39.063;-102.722
1;-0.062;0.159;0.804;75.195;-46.936;-103.882
1;-0.134;0.04;0.829;74.097;-52.063;-103.027
1;-0.155;-0.07;0.853;68.848;-50.903;-100.464
1;-0.161;-0.189;0.865;60.974;-43.701;-97.046
1;-0.172;-0.245;0.877;50.293;-37.903;-93.689
1;-0.217;-0.284;0.94;37.72;-36.255;-88.623
1;-0.261;-0.332;1.004;29.297;-32.043;-78.735
1;-0.273;-0.333;1.021;29.114;-23.804;-65.43
1;-0.266;-0.31;1.031;32.593;-19.043;-52.917
1;-0.274;-0.341;1.066;35.645;-17.151;-44.678
1;-0.29;-0.382;1.065;39.978;-10.803;-40.405
1;-0.278;-0.365;1.053;42.419;-3.174;-36.865
1;-0.218;-0.421;1.076;40.833;5.127;-33.02
1;-0.172;-0.491;1.088;40.039;19.409;-31.128
1;-0.16;-0.568;1.065;40.405;35.217;-33.752
1;-0.157;-0.575;1.037;39.307;47.058;-40.527
1;-0.144;-0.588;1.024;38.391;53.162;-45.898
1;-0.142;-0.66;1.014;41.199;59.326;-46.204
1;-0.089;-0.739;0.972;48.096;64.941;-43.823
1;0.046;-0.854;0.896;53.65;66.162;-40.222
1;0.236;-0.971;0.78;54.321;65.796;-34.363
1;0.41;-1.066;0.656;47.424;60.547;-30.09
1;0.505;-1.055;0.587;30.64;44.312;-33.142
1;0.424;-0.935;0.608;5.737;14.526;-46.143
1;0.214;-0.769;0.7;-20.386;-18.982;-64.758
1;-0.075;-0.57;0.82;-40.527;-47.974;-77.759
1;-0.419;-0.462;1.044;-52.063;-69.58;-84.229
1;-0.614;-0.415;1.245;-49.805;-69.092;-75.134
1;-0.575;-0.402;1.322;-27.771;-47.607;-49.438
1;-0.468;-0.459;1.274;5.31;-29.541;-28.748
1;-0.391;-0.465;1.107;35.4;-19.714;-23.865
1;-0.316;-0.454;0.933;52.612;-9.644;-26.062
1;-0.266;-0.487;0.833;53.772;2.441;-25.94
1;-0.205;-0.523;0.763;46.753;16.724;-20.63
1;-0.125;-0.528;0.682;37.354;28.87;-11.963
1;-0.046;-0.512;0.619;27.954;31.311;-0.183
1;0.055;-0.468;0.596;19.531;26.55;13.123
1;0.115;-0.442;0.604;12.817;19.287;21.851
1;0.167;-0.421;0.61;6.348;11.719;24.475
1;0.196;-0.395;0.64;-3.235;4.761;23.56
1;0.187;-0.367;0.698;-16.113;0.061;21.545
1;0.178;-0.314;0.771;-28.992;-2.441;20.447
1;0.169;-0.268;0.867;-39.185;-5.249;21.118
1;0.15;-0.228;0.956;-43.335;-9.399;22.583
1;0.136;-0.202;1.024;-41.26;-13.123;24.231
1;0.134;-0.171;1.075;-35.034;-15.564;25.879
1;0.161;-0.147;1.111;-27.893;-16.418;27.1
1;0.198;-0.126;1.123;-21.118;-14.587;26.672
1;0.235;-0.11;1.114;-15.32;-10.376;23.804
1;0.267;-0.101;1.084;-10.681;-5.188;19.714
1;0.287;-0.088;1.046;-6.836;-0.61;15.015
1;0.302;-0.083;1.012;-4.578;1.831;10.437
1;0.315;-0.079;0.987;-3.54;3.235;6.592
1;0.313;-0.088;0.974;-2.808;3.052;2.991
1;0.3;-0.092;0.958;-2.625;2.93;0.061
1;0.272;-0.106;0.954;-2.136;3.418;-2.319
1;0.219;-0.127;0.964;-1.465;3.052;-4.517
1;0.173;-0.145;0.975;-1.404;2.014;-5.31
1;0.143;-0.156;0.975;-1.404;0.793;-4.211
1;0.116;-0.161;0.977;-1.282;-0.793;-2.38
1;0.105;-0.163;0.988;-1.953;-3.418;-0.244
1;0.107;-0.154;0.996;-2.258;-4.944;2.502
1;0.12;-0.14;0.994;-1.953;-4.7;4.15
1;0.152;-0.121;0.989;-1.648;-3.113;5.188
1;0.172;-0.112;0.981;-1.038;-0.916;4.578
1;0.172;-0.106;0.957;0.488;1.099;1.831
1;-0.351;-1.158;1.109;17.761;-9.644;10.437
1;-0.435;-1.215;1.041;17.944;-4.211;11.597
1;-0.505;-1.267;0.96;15.076;0.366;15.381
1;-0.582;-1.332;0.888;9.888;2.686;25.33
1;-0.641;-1.39;0.833;2.38;2.686;40.1
1;-0.695;-1.411;0.765;-5.127;0.793;56.946
1;-0.713;-1.384;0.678;-11.597;-2.38;77.454
1;-0.725;-1.295;0.567;-20.264;-7.385;103.088
1;-0.709;-1.142;0.447;-33.63;-12.573;133.789
1;-0.699;-0.932;0.326;-52.368;-19.348;163.757
1;-0.685;-0.639;0.204;-75.378;-27.161;190.186
1;-0.587;-0.214;0.089;-97.29;-35.706;213.074
1;-0.482;0.219;0.066;-112.854;-50.72;228.821
1;-0.362;0.674;0.119;-118.835;-72.021;234.436
1;-0.193;1.146;0.211;-115.906;-93.262;227.173
